Cod Partener,Beneficiar,categorie_contaminata,expunere_mil_lei,contragarantii,scor_serv_datorie,are_restante_peste_30_zile,total_incidente,total_incidente_majore,Este_in_interdictie,A_fost_interdictie,scor_serv_prel,mean_encode_categ_contaminata_1Y,prob_1Y_CRC,prob_1Y_no_crc,prob_1Y,stage,data_raport
`,CEDOL SRL,standard,0.21509854,172078.72,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018942991456150086,0.021404663627087678,0.018942991456150086,1,2021-10-31
10459001,AGRO-CRACIUN SRL,standard,0.06620734,39724.392,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01885661087115332,0.01990233464090071,0.01885661087115332,1,2021-10-31
1058,EDIL PROIECT SRL,cerere_plata,0.09367215,0,0,1,0,0,0,0,0,0,0.398304364990617,0.10436777204577419,0.398304364990617,3,2021-10-31
1078,ELECTRIC GROUP SRL,standard,0.69485710999999994,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01922397572175754,0.027038556479823297,0.01922397572175754,1,2021-10-31
10834569,PREST GEO-DAN SRL,standard,1.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019524243047393627,0.03452343478511244,0.019524243047393627,1,2021-10-31
1089040,DUBAI EXPRES C. SRL,standard,0.112,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018883136681562232,0.02035304249210898,0.018883136681562232,1,2021-10-31
1093,ELECTRONIC INTERACTIV SRL,standard,0.02,0,0.22721798268443488,1,0,0,0,0,0.22721798268443488,0.923187279574391,0.07453422182468634,0.019457460437398873,0.07453422182468634,2,2021-10-31
10934371,PRO DANCE SHOW SRL,standard,0.08359124000000001,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018866676345523463,0.020072270167674912,0.018866676345523463,1,2021-10-31
11180403,FLABOR LICSPROD SRL,standard,0.3,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01899242142015535,0.022310420069341353,0.01899242142015535,1,2021-10-31
1130,EMVECO IMPEX SRL,cerere_plata,0.11982173000000002,0,0,1,0,0,0,0,0,0,0.3985004615665629,0.10559395818970792,0.3985004615665629,3,2021-10-31
11309568,BABY-BUSINESS SRL,standard,0.0599999,0,0.023162796857067184,1,402,396,0,1,0.023162796857067184,0.923187279574391,0.2695736481736435,0.019841996244290037,0.2695736481736435,2,2021-10-31
11487999,PROFILO-METAL PRODCOM SRL,standard,0.4728,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01909341726986277,0.024271047967067708,0.01909341726986277,1,2021-10-31
1152015,SARA SRL,standard,4.707206480000001,0,0.5,0,20,19,0,1,0.5,0.923187279574391,0.022218645867734543,0.17070012714021715,0.022218645867734543,1,2021-10-31
11720082,EMPRESS PROD SRL,standard,0.43943894,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019073877906014364,0.023879869472229684,0.019073877906014364,1,2021-10-31
1189,EUROLORD SRL,cerere_plata,0.195,0,0,1,0,0,0,0,0,0,0.3990644071578072,0.109190147732841,0.3990644071578072,3,2021-10-31
11976731,UCA TRANS IMPEX SRL,instiintare_neplata,0.17016,0,0,1,4,1,0,0,0,0.0478609998605216,0.38868686954724413,0.09963317843018266,0.38868686954724413,2,2021-10-31
12012386_ok,SWISOR PRODCOM SRL,standard,0.005804640000000001,3134.5056,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019322758181272343,0.019322758181272343,1,2021-10-31
12321420,CASA DAMAJ SRL,standard,0.37091070000000004,0,0.5,0,4,4,0,0,0.5,0.923187279574391,0.01911723198069618,0.023095533659598735,0.01911723198069618,1,2021-10-31
12389794,CELIN SRL,standard,0.122,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018888934138174145,0.02045278780685933,0.018888934138174145,1,2021-10-31
12467582,COPY TEAM 2000 SRL,standard,0.12,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018887774507216452,0.02043280052824833,0.018887774507216452,1,2021-10-31
12879249,2000 BAZIL ELECTRICS SRL,standard,0.02280393,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018831502792177553,0.019484176070577484,0.018831502792177553,1,2021-10-31
12900502,STELAS CONSULTING SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
1304,FLORIMAD 2000 SRL,cerere_plata,0.014262,0,NA,NA,0,0,0,0,NA,0,NA,0.10072096060085972,0.10072096060085972,3,2021-10-31
13132666,BLUE CONTAINER SRL,standard,0.143,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018901114479729936,0.02066381333998509,0.018901114479729936,1,2021-10-31
13140634,INTERCONSTRUCT SRL,standard,0.769427,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019268015085714043,0.028035010928656182,0.019268015085714043,1,2021-10-31
1319599,IMATEC-IMPEX SRL,standard,0.01260832,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019387205034983247,0.019387205034983247,1,2021-10-31
13273460,"NATALDENT SRL",standard,0.01497106,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019409634993911132,0.019409634993911132,1,2021-10-31
13451525,PAUL TRANS SRL,standard,0.96567441,0,0.5,0,18,3,0,0,0.5,0.923187279574391,0.019769478930547646,0.030830763722028646,0.019769478930547646,1,2021-10-31
13503110,ECO CLEAN SRL,standard,1.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019524243047393627,0.03452343478511244,0.019524243047393627,1,2021-10-31
13589057,IOANA & IOANA COMPANY 2000 SRL,standard,0.011801190000000001,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019379548613750085,0.019379548613750085,1,2021-10-31
13705410,SILCOMAR 2000 SRL,standard,0.25638889000000004,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018967015081789773,0.02184057938236702,0.018967015081789773,1,2021-10-31
13718895,VEST CONSTRUCT SRL,insolventa,1.26101227,0,0.0018982383240271827,1,10,6,0,1,0.0018982383240271827,0.0289517205650865,0.40050332464619043,0.1650120754308082,0.40050332464619043,3,2021-10-31
1376,GEANY IMPEX SRL,cerere_plata,0.275,0,0,1,0,0,0,0,0,0,0.3996648168195344,0.11313456847954434,0.3996648168195344,3,2021-10-31
13833118,ROBMET SRL,standard,0.8462754,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01931350357107217,0.02909919981563831,0.01931350357107217,1,2021-10-31
1392,GENERAL INTERMED SRL,insolventa,0.04494513,0,0,1,44,17,0,0,0,0.0289517205650865,0.4028661168004362,0.09723862004320084,0.4028661168004362,3,2021-10-31
13951857,AGRO VI-PD ITALIA SRL,standard,2.1,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.02007065194965416,0.05305918757760071,0.02007065194965416,1,2021-10-31
13964210,BISCOP SRL,standard,0.254,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018965624359578867,0.021815124210212606,0.018965624359578867,1,2021-10-31
14090704,PROD-LIV SRL,standard,0.95979097,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01938088893351236,0.030743150287624053,0.01938088893351236,1,2021-10-31
14205758,MEGA MONI SRL,standard,0.00140298,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019281176040080752,0.019281176040080752,1,2021-10-31
14271166,GLOBAL PORTS'S SERVICES SRL,standard,1.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019524243047393627,0.03452343478511244,0.019524243047393627,1,2021-10-31
14336494,PREZIDENT TRANS SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
14340878,CRUND SILVA SRL,standard,0.074941,0,0.5,0,2,1,0,0,0.5,0.923187279574391,0.018902967365049803,0.019987533221316175,0.018902967365049803,1,2021-10-31
14346064,ELECTRIC DESIGN SRL,standard,0.03616268,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018839227089733623,0.019611951694224545,0.018839227089733623,1,2021-10-31
14359684,PAY-OFF COMPANY SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
14419719,MILLENNIUM UTILITY SRL,standard,0.24664022,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018961340400138554,0.021736883188311615,0.018961340400138554,1,2021-10-31
14429658,EMI & JESSI SRL,standard,0.05263872,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018848758146909284,0.019770675371130492,0.018848758146909284,1,2021-10-31
14445963,OMP SRL,standard,1.9053265,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019951206032306497,0.04838445597493449,0.019951206032306497,1,2021-10-31
14455819,AGRONOV IGHIEL SRL,cerere_plata,0.04998,0,0.31339182537984167,1,6,0,0,0,0.31339182537984167,0,0.11354825186928535,0.10234705441178722,0.11354825186928535,3,2021-10-31
14540671,PETRANS SRL,standard,0.29320128,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.0189884585241679,0.02223653004861479,0.0189884585241679,1,2021-10-31
14600277,DG DIAGNOSTICS SRL,standard,0.077,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018862859323079042,0.0200076711602079,0.018862859323079042,1,2021-10-31
14614132,PATISERV EUROPAN SRL,standard,0.15193489000000002,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018906299196889624,0.020754243574010473,0.018906299196889624,1,2021-10-31
14621504,AGROPRELISEM SRL,standard,0.179,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018922012989016863,0.02103054036077389,0.018922012989016863,1,2021-10-31
14634458,AXA TRADE CHEMICALS SRL,standard,0.045714199999999997,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018844751875611195,0.019703814513258762,0.018844751875611195,1,2021-10-31
14678357,SIMFOREST SRL,standard,0.50515656,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019112387052854625,0.024656413917236133,0.019112387052854625,1,2021-10-31
14686678,GIUDITTA SRL,standard,0.1655986,0,0.21701668747871497,1,0,0,0,0,0.21701668747871497,0.923187279574391,0.07864902187039775,0.020893283905235493,0.07864902187039775,2,2021-10-31
14745170,NOVATOR SRL,standard,0.040621199999999996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884180578712583,0.019654779662558363,0.01884180578712583,1,2021-10-31
14850826,COMCONSTRUCT SRL,insolventa,0.42737574,0,0,1,106,77,0,0,0,0.0289517205650865,0.42251390765711544,0.11532826655406514,0.42251390765711544,3,2021-10-31
14856497,SHARK GROUP SRL,standard,1.12,0,0.4986460032513807,0,9,8,0,0,0.5,0.923187279574391,0.01966889364191399,0.033217126009576825,0.01966889364191399,1,2021-10-31
14880711,GEMIRO TRANS INTERNATIONAL SRL,standard,0.04,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884144647969629,0.019648807004718428,0.01884144647969629,1,2021-10-31
14914784,GREENSOFT SRL,standard,0.08511653,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018867559757075984,0.020087248217700044,0.018867559757075984,1,2021-10-31
14944149,FORGAVPI COMPANY SRL,standard,0.1982,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893316812490028,0.021228724493631335,0.01893316812490028,1,2021-10-31
15045515,GEOLINK SRL,standard,0.00949357,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019357674917442697,0.019357674917442697,1,2021-10-31
15049525,EURO EST GROUP SRL,standard,1.03971838,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019428473828147434,0.031954261802747054,0.019428473828147434,1,2021-10-31
15146072,LIBER TRANS COM SRL,standard,0.02934137,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018835282483102622,0.01954660401206885,0.018835282483102622,1,2021-10-31
15149494,TERSEL SRL,standard,0.35,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01902159077300692,0.022861249817066116,0.01902159077300692,1,2021-10-31
15191243,CHEMADA SRL,standard,1.9332382,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019968288966685854,0.04902987381316361,0.019968288966685854,1,2021-10-31
15227711,DIDROM IMPEX SRL,standard,0.7,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.019248040815723004,0.027106159685285226,0.019248040815723004,1,2021-10-31
15232955,SAGETARIO TRANS SRL,instiintare_neplata,0.02239217,0,0,1,0,0,0,0,0,0.0478609998605216,0.3865310864791129,0.0932103111819908,0.3865310864791129,2,2021-10-31
15262662,ECO-SERV INTERNATIONAL SRL,standard,0.184,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018924917351450167,0.021081975789859857,0.018924917351450167,1,2021-10-31
1537461,CHIP SRL,standard,0.064,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018855333173266212,0.019880857988562903,0.018855333173266212,1,2021-10-31
15377999,FOCUS ELECTRIC GRUP SRL,standard,0.128,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.01891308550306293,0.020512864569934647,0.01891308550306293,1,2021-10-31
15417406,CALITEK GRUP SRL,standard,0.8,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019286099412697957,0.028453778745727177,0.019286099412697957,1,2021-10-31
15454463,SERVOTIM SRL,standard,0.0912,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018871083561256382,0.020147095685094055,0.018871083561256382,1,2021-10-31
15619952,SAGITARIUS SERVICE SRL,standard,0.6730504,0,0.5,0,3,1,0,0,0.5,0.923187279574391,0.01927422525975486,0.026753724334081005,0.01927422525975486,1,2021-10-31
15633698,AVIDARO INDUSTRIES SRL,standard,0.10203278,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018877359965580934,0.020254098190612524,0.018877359965580934,1,2021-10-31
1565496,TECTONIC SRL,insolventa,0.953,714749.415,0,1,0,0,0,0,0,0.0289517205650865,0.397912323780619,0.1449073164918584,0.397912323780619,3,2021-10-31
15672948,A&P HIDROIZOLATII SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
15678363,AUTO DAN SRL,standard,0.048,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018846074262642357,0.019725860902173577,0.018846074262642357,1,2021-10-31
15683955,LYNODORIS IMPEX SRL,standard,0.2376,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01895607959373679,0.021641153030540778,0.01895607959373679,1,2021-10-31
15736227,LA CURCANU SRL,standard,0.1609,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891150285191772,0.020845368957279092,0.01891150285191772,1,2021-10-31
15772947_1,FIRST PHONE SRL,standard,0.01641022,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01942330968829304,0.01942330968829304,1,2021-10-31
15774158,ANAMAN-MEDICAL SRL,standard,0.01427431,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019403017964902316,0.019403017964902316,1,2021-10-31
15804763,STEF-INVEST SRL,standard,4.9,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.021868100729576165,0.1847550519060105,0.021868100729576165,1,2021-10-31
15841290,AETOS TRADING & CONSULTING SRL,standard,0.455,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019082989480349605,0.02406156098197835,0.019082989480349605,1,2021-10-31
15903511,ATI MOTORS HOLDING SRL,standard,0.96,0,0.3960819315103754,1,0,0,0,0,0.3960819315103754,0.923187279574391,0.0330061335096231,0.030746258930067435,0.0330061335096231,2,2021-10-31
15904258,TRUTA COMPANY SRL,cerere_plata,0.01841281,0,NA,NA,0,0,0,0,NA,0,NA,0.10090874522601619,0.10090874522601619,3,2021-10-31
15904770,CONFEX SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
15917681,CAPATOIU A. ION INTREPRINDERE INDIVIDUALA,standard,0.01353542,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019396003148514848,0.019396003148514848,1,2021-10-31
15938781,Direct Consulting & Advertising SRL,standard,0.13618168,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018897158898969996,0.02059506454455023,0.018897158898969996,1,2021-10-31
15948840,DISPLAY TOTAL GRUP SRL,standard,2.61236181,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.020388379663174933,0.0674756325304204,0.020388379663174933,1,2021-10-31
15951721,ACCOUNTESS PROFILE SRL,standard,0.08214297999999999,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018865837585454053,0.020058058662341033,0.018865837585454053,1,2021-10-31
15989203,AXA TRADING GRUP SRL,standard,0.30488916,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01899527175682581,0.022363704815790513,0.01899527175682581,1,2021-10-31
16020268,MEGASIMITIS SRL,insolventa,1.08091667,864733.336,0,1,12,12,0,0,0,0.0289517205650865,0.40208307865166315,0.1529981174346264,0.40208307865166315,3,2021-10-31
16063684,CONCORD GRUP PRODEXIM SRL,standard,0.023580959999999998,0,0.5,0,8,7,0,0,0.5,0.923187279574391,0.018997429865758014,0.019491585913660566,0.018997429865758014,1,2021-10-31
16130627,HIDROMOLD SRL,standard,0.4,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019050804055377162,0.023425353346832968,0.019050804055377162,1,2021-10-31
16191497,PRESCONSTRUCT OAS SRL,standard,1.08062224,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01945287027843337,0.0325917861545069,0.01945287027843337,1,2021-10-31
16268299,PAN METAL SRL,standard,0.03108476,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018836290568359594,0.019563285240161796,0.018836290568359594,1,2021-10-31
16276330,FILDORA FARM SRL,insolventa,0.073524,0,0,1,5,4,0,0,0,0.0289517205650865,0.3926670649193529,0.09849784991299089,0.3926670649193529,3,2021-10-31
16283574,AGROCONS SRL,standard,0.06823822,54590.576,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018857786501843308,0.019922114474161496,0.018857786501843308,1,2021-10-31
16315579,T&D PRO ELECTRIC SRL,standard,0.694,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01922347010522466,0.02702730572968275,0.01922347010522466,1,2021-10-31
16330498,COMPETENT CONSULTING SRL,standard,0.17665425,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018920650558031524,0.021006451767000004,0.018920650558031524,1,2021-10-31
16441151,REFRACTORIES OF EUROPE SERVICES SRL,standard,0.041693480000000005,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018842426018924167,0.01966509351003696,0.018842426018924167,1,2021-10-31
16443861,AQUATICS SPA WORLD SRL,standard,0.13055709,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.01891457010441794,0.0205385206600685,0.01891457010441794,1,2021-10-31
16503629,WEST BEVERAGES SRL,standard,0.4,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019050804055377162,0.023425353346832968,0.019050804055377162,1,2021-10-31
16516300,CLASS PARCHET SRL,standard,0.2,0,0.5,0,1,0,0,0,0.5,0.923187279574391,0.018954931157248497,0.021247397664048415,0.018954931157248497,1,2021-10-31
16601252,GORGANTRANS SRL,insolventa,0.03273761,0,0,1,10,5,0,0,0,0.0289517205650865,0.3936923383240215,0.09670512895786502,0.3936923383240215,3,2021-10-31
16644636,CHRIS CONSULTING SRL,standard,0.375,0,0.5,0,4,3,0,1,0.5,0.923187279574391,0.01911963133875087,0.023141623526693588,0.01911963133875087,1,2021-10-31
1671,ISROM IMPEX SRL,standard,1.421,0,0.5,0,13,11,0,0,0.5,0.923187279574391,0.019938248990039858,0.03839446605414798,0.019938248990039858,1,2021-10-31
16733717,LILPETEX SRL,insolventa,0.08820059,0,0,1,2,0,0,0,0,0.0289517205650865,0.3919793094747761,0.09915015300242912,0.3919793094747761,3,2021-10-31
16744880,EDIROM CONSTRUCT SRL,standard,0.10145455,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018877024893187176,0.020248372597146173,0.018877024893187176,1,2021-10-31
16760860,BURIONSIL SRL,standard,0.07,0,0.27077541396837773,1,2,2,0,0,0.27077541396837773,0.923187279574391,0.06041130928332185,0.019939288996559047,0.06041130928332185,2,2021-10-31
16787598,RO-ARM-GRUP SRL,insolventa,0.12887356,0,0,1,0,0,0,0,0,0.0289517205650865,0.3917513052461861,0.10097799401062155,0.3917513052461861,3,2021-10-31
16792624,EURO BRANDS TRADING SRL,standard,0.28,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018980765965075336,0.022093737975556995,0.018980765965075336,1,2021-10-31
16797753,PRICONS SRL,standard,0.042269339999999996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018842759118063806,0.01967063467389547,0.018842759118063806,1,2021-10-31
16821908,FLAVI FARM SRL,standard,0.14,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01889937395943548,0.02063353684970168,0.01889937395943548,1,2021-10-31
16832192,KAPTAH TEHNOSERV SRL,standard,0.294,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018988924046865162,0.02224519830482343,0.018988924046865162,1,2021-10-31
16839190,BLEMA TRANS SRL,standard,0.4,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019050804055377162,0.023425353346832968,0.019050804055377162,1,2021-10-31
16888533,BITIONFOR SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
16930263,TRANSMARIAN SRL,standard,0.91961759,0,0.15474538880871155,1,19,14,0,0,0.15474538880871155,0.923187279574391,0.11020402207452697,0.030151318808770637,0.11020402207452697,2,2021-10-31
16974766,DARRES GRUP SRL,standard,0.36,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019027429913089172,0.02297299899276208,0.019027429913089172,1,2021-10-31
17103310,AUTOTEHNOROM SRL,standard,1.6,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019765268001444975,0.04183209900090848,0.019765268001444975,1,2021-10-31
17114310,EURO EXPERT SRL,standard,0.17405573000000002,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018919141428456496,0.020979798988344893,0.018919141428456496,1,2021-10-31
17132405,YILDIZ GENERAL FOREST SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
173,ALEXINO 2005 SRL,cerere_plata,0.0380905,0,0,1,0,0,0,0,0,0,0.39788766479266985,0.10180320801054,0.39788766479266985,3,2021-10-31
17415282,AGRO TIM PROD SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
17485750,ROX GAZ SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
17488900,STRUCTOR INVEST SRL,insolventa,0.02054154,16433.232,0.18736506305742917,1,1,0,0,0,0.18736506305742917,0.0289517205650865,0.19350736501520968,0.0961747497168822,0.19350736501520968,3,2021-10-31
17612306,SIST-COMP SRL,standard,0.009818180000000001,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01936075039938861,0.01936075039938861,1,2021-10-31
17646899,MILKY FOOD & INGREDIENTS SRL,standard,0.12,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018887774507216452,0.02043280052824833,0.018887774507216452,1,2021-10-31
17697337,K-EKO TRADERS SRL,standard,0.28,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018980765965075336,0.022093737975556995,0.018980765965075336,1,2021-10-31
17710975,KOKOLAND SRL ( fosta  ADA & RAR SPEED TRANS SRL),standard,0.395912,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019048413926876413,0.023378726728092193,0.019048413926876413,1,2021-10-31
17722767,ANDANTO FOREST SRL,insolventa,0.09603841,0,0,1,5,4,0,0,0,0.0289517205650865,0.3928350698211493,0.0995000785554283,0.3928350698211493,3,2021-10-31
17821485,CIRSTEA FOREST SRL,standard,0.05596564,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018850683276912958,0.019802878014189715,0.018850683276912958,1,2021-10-31
17901894,DUVENI SRL,standard,0.05,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018847231382560146,0.01974517059454836,0.018847231382560146,1,2021-10-31
17961241,SOCOTRANS SRL,instiintare_neplata,0.00246965,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09237333729114734,0.09237333729114734,1,2021-10-31
17979990,CONALM 2005 SRL,standard,0.312,0,0.4815020968738883,0,0,0,0,0,0.5,0.923187279574391,0.018999418061861208,0.022441424659821397,0.018999418061861208,1,2021-10-31
18059965,MARAMEDPHARM SRL,insolventa,0.08020767,0,0,1,9,4,0,0,0,0.0289517205650865,0.3937807965164808,0.09879443121659248,0.3937807965164808,3,2021-10-31
18160144,OZCOCKTAIL SRL,instiintare_neplata,0.18264848,0,0,1,3,3,0,0,0,0.0478609998605216,0.38851487044505,0.100193671609484,0.38851487044505,2,2021-10-31
18162595,RONEMI STAR SRL,standard,0.048,0,0.4585516009456342,0,0,0,0,0,0.5,0.923187279574391,0.018846074262642357,0.019725860902173577,0.018846074262642357,1,2021-10-31
18183210,ANA OFFICE SRL,standard,0.0018067,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01928498629475949,0.01928498629475949,1,2021-10-31
18216270,ALPLAN SRL,insolventa,0.09166664999999999,0,0,1,4,3,0,0,0,0.0289517205650865,0.3925366184316668,0.09930476267002496,0.3925366184316668,3,2021-10-31
18255872,EVG SERVICE SRL,standard,0.19130434,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018929161027462716,0.02115733748089852,0.018929161027462716,1,2021-10-31
18353714,TICALO ANDREEA-EVELINA INTREPRINDERE FAMILIALA (fosta TICALO MARICEL INTREPRINDERE FAMILIALA),standard,0.09383076,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01887260760908312,0.02017303042154109,0.01887260760908312,1,2021-10-31
1835476,CENTRAL SRL,standard,0.28,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018980765965075336,0.022093737975556995,0.018980765965075336,1,2021-10-31
18356010,MOTO BENZ DISTRIBUTION SRL,standard,0.3365252,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019013725427577052,0.0227115093151663,0.019013725427577052,1,2021-10-31
18397990,SALANOVA PROD SRL,insolventa,1.4,0,0.5,0,0,0,0,0,0.5,0.0289517205650865,0.046126726105586,0.17479250919511216,0.046126726105586,3,2021-10-31
18440098,PRODUCT NEFER SRL,standard,0.38625558000000004,0,0.10939263122554305,1,99,62,0,0,0.10939263122554305,0.923187279574391,0.14458583026411778,0.023268947645241633,0.14458583026411778,2,2021-10-31
18483404,ANCOREX IND SRL,standard,0.0608,0,0.5,0,70,53,0,0,0.5,0.923187279574391,0.020352336009157552,0.01984976341118459,0.020352336009157552,1,2021-10-31
18525542,TOUT DENT SRL,standard,0.0559275,44742.016,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018850661206020462,0.019802508550213913,0.018850661206020462,1,2021-10-31
18529170,ASTRON SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
18566348,BIROEXPERT COMPANY SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
18578415,INSTEELDESIGN SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
